month,boutique,market,region,location_type,sales_advisor,sales_amount,target_amount,attainment_pct,clienteling_score,return_adjustment,bonus_eligible,estimated_payout,payout_status,exception_flag,exception_reason
2025-03,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 6,460198.64,421575.06,1.0916,0.3036,6902.98,Yes,0.0,Ready,No,Payout ready
2025-03,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 7,328337.27,339442.47,0.9673,0.2885,0.0,Yes,3940.05,Ready,No,Payout ready
2025-03,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 8,380289.33,341426.5,1.1138,0.2273,0.0,Yes,5704.34,Ready,No,Payout ready
2025-03,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 9,385822.07,336480.8,1.1466,0.2857,0.0,Yes,5787.33,Ready,No,Payout ready
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 1,269505.2,353147.6,0.7632,0.3065,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 10,82975.66,100605.42,0.8248,0.3443,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 2,301320.0,288366.28,1.0449,0.3718,0.0,Yes,3615.84,Review,Yes,Target validation needed
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 3,295838.87,327889.39,0.9023,0.2909,0.0,No,0.0,Review,Yes,Near threshold review
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 4,737684.34,867971.62,0.8499,0.2951,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 5,150055.19,160680.6,0.9339,0.2593,0.0,No,0.0,Review,Yes,Near threshold review
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 6,448779.93,587300.17,0.7641,0.322,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 7,344023.67,462556.26,0.7437,0.3725,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 8,323095.25,403357.2,0.801,0.2712,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 9,641287.72,786295.1,0.8156,0.3333,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 1,456479.56,472196.96,0.9667,0.2059,0.0,Yes,5477.75,Ready,No,Payout ready
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 10,711132.48,835330.73,0.8513,0.3143,0.0,No,0.0,Review,Yes,Near threshold review
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 11,287158.15,331691.52,0.8657,0.25,0.0,No,0.0,Review,Yes,Near threshold review
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 12,794631.51,693245.89,1.1462,0.3226,0.0,Yes,11919.47,Ready,No,Payout ready
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 13,718285.97,724361.06,0.9916,0.2647,10774.29,Yes,0.0,Ready,No,Payout ready
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 14,806711.98,910728.17,0.8858,0.2414,12100.68,No,0.0,Review,Yes,Near threshold review
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 15,910926.11,949082.45,0.9598,0.2553,0.0,Yes,10931.11,Ready,No,Payout ready
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 16,746696.81,736348.2,1.0141,0.3429,0.0,Yes,8960.36,Ready,No,Payout ready
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 17,686172.0,725616.13,0.9456,0.2778,0.0,No,0.0,Review,Yes,Near threshold review
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 18,443263.66,424903.74,1.0432,0.3,0.0,Yes,5319.16,Ready,No,Payout ready
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 2,550373.72,601447.88,0.9151,0.3,0.0,No,0.0,Review,Yes,Near threshold review
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 3,395915.68,373162.49,1.061,0.1875,0.0,Yes,4750.99,Ready,No,Payout ready
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 4,699634.41,571881.18,1.2234,0.2424,0.0,Yes,10494.52,Ready,No,Payout ready
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 5,420025.19,386039.12,1.088,0.2,0.0,Yes,5040.3,Ready,No,Payout ready
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 6,619698.77,504805.73,1.2276,0.3636,9295.48,Yes,0.0,Ready,No,Payout ready
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 7,384317.59,509702.35,0.754,0.3913,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 8,490854.4,487285.55,1.0073,0.3226,7362.82,Yes,0.0,Ready,No,Payout ready
2025-03,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 9,585301.06,673480.95,0.8691,0.3226,8779.52,No,0.0,Review,Yes,Return adjustment review
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 1,440006.02,480595.43,0.9155,0.2558,0.0,No,0.0,Review,Yes,Near threshold review
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 10,668412.69,603276.86,1.108,0.2889,0.0,Yes,10026.19,Ready,No,Payout ready
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 11,776652.25,851055.58,0.9126,0.2195,11649.78,No,0.0,Review,Yes,Near threshold review
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 12,593580.49,801802.35,0.7403,0.2909,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 2,693626.55,729824.86,0.9504,0.2432,0.0,Yes,8323.52,Ready,No,Payout ready
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 3,546052.13,466897.71,1.1695,0.2857,8190.78,Yes,0.0,Ready,No,Payout ready
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 4,499648.39,521152.35,0.9587,0.2188,0.0,Yes,5995.78,Ready,No,Payout ready
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 5,589901.89,568569.63,1.0375,0.2388,8848.53,Yes,0.0,Ready,No,Payout ready
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 6,375625.62,460509.22,0.8157,0.3023,5634.38,No,0.0,Review,Yes,Below payout threshold
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 7,802408.49,1013266.26,0.7919,0.2745,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 8,587468.43,520963.45,1.1277,0.2857,0.0,Yes,8812.03,Ready,No,Payout ready
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Miami Advisor 9,570031.23,879439.41,0.6482,0.2857,8550.47,No,0.0,Review,Yes,Below payout threshold
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 1,547758.96,617748.13,0.8867,0.3333,8216.38,No,0.0,Review,Yes,Return adjustment review
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 10,515850.3,410241.35,1.2574,0.3061,0.0,Yes,7737.75,Ready,No,Payout ready
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 11,794389.13,780383.43,1.0179,0.2549,0.0,Yes,9532.67,Ready,No,Payout ready
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 12,413113.37,385382.0,1.072,0.234,0.0,Yes,4957.36,Ready,No,Payout ready
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 2,399031.11,462061.73,0.8636,0.3673,0.0,No,0.0,Review,Yes,Near threshold review
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 3,459857.74,502350.36,0.9154,0.2745,0.0,No,0.0,Review,Yes,Near threshold review
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 4,479603.02,623589.05,0.7691,0.2326,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 5,396150.28,408600.13,0.9695,0.4464,0.0,Yes,4753.8,Ready,No,Payout ready
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 6,509385.0,452895.54,1.1247,0.2642,7640.77,Yes,0.0,Ready,No,Payout ready
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 7,449537.26,394018.87,1.1409,0.3111,6743.06,Yes,0.0,Ready,No,Payout ready
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 8,452632.5,446685.6,1.0133,0.3,0.0,Yes,5431.59,Ready,No,Payout ready
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,San Advisor 9,325872.42,447969.67,0.7274,0.3818,4888.09,No,0.0,Review,Yes,Target validation needed
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 1,594869.72,686348.47,0.8667,0.2667,0.0,No,0.0,Review,Yes,Near threshold review
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 10,345009.78,450062.32,0.7666,0.3898,0.0,No,0.0,Review,Yes,Below payout threshold
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 11,556733.25,514802.75,1.0814,0.3125,0.0,Yes,6680.8,Ready,No,Payout ready
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 12,661489.85,656160.06,1.0081,0.275,0.0,Yes,7937.88,Ready,No,Payout ready
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 2,321822.05,344974.9,0.9329,0.2381,0.0,No,0.0,Review,Yes,Near threshold review
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 3,496004.32,404365.02,1.2266,0.2115,0.0,Yes,7440.06,Ready,No,Payout ready
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 4,396718.08,395875.61,1.0021,0.2609,5950.77,Yes,0.0,Ready,No,Payout ready
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 5,609893.59,504567.77,1.2087,0.3061,9148.4,No,0.0,Review,Yes,Return adjustment review
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 6,470649.47,365655.76,1.2871,0.2444,7059.74,Yes,0.0,Ready,No,Payout ready
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 7,293999.03,261642.27,1.1237,0.3333,4409.99,No,0.0,Review,Yes,Return adjustment review
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 8,401483.93,338805.31,1.185,0.26,0.0,Yes,6022.26,Ready,No,Payout ready
2025-03,SoHo,New York,Americas,Fashion Boutique,SoHo Advisor 9,356443.32,283131.66,1.2589,0.3793,0.0,Yes,5346.65,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 1,441601.89,366192.49,1.2059,0.3571,6624.03,No,0.0,Review,Yes,Return adjustment review
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 10,460521.2,349637.21,1.3171,0.2093,6907.82,Yes,0.0,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 11,428413.24,566584.48,0.7561,0.2889,6426.2,No,0.0,Review,Yes,Below payout threshold
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 12,513370.5,438889.55,1.1697,0.2424,0.0,Yes,7700.56,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 13,433938.19,417602.8,1.0391,0.2245,0.0,Yes,5207.26,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 14,452710.27,406751.5,1.113,0.2679,6790.65,Yes,0.0,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 2,554092.82,483091.75,1.147,0.2708,8311.39,Yes,0.0,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 3,438160.17,429190.73,1.0209,0.225,6572.4,Yes,0.0,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 4,524763.76,476357.05,1.1016,0.4706,0.0,Yes,7871.46,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 5,446299.92,424398.42,1.0516,0.2308,6694.5,Yes,0.0,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 6,502379.84,524324.19,0.9581,0.3913,0.0,Yes,6028.56,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 7,347548.76,319070.53,1.0893,0.3023,5213.23,Yes,0.0,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 8,302877.17,273144.48,1.1089,0.4186,4543.16,Yes,0.0,Ready,No,Payout ready
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,South Advisor 9,315069.86,318917.77,0.9879,0.2821,0.0,Yes,3780.84,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 1,561743.64,447421.02,1.2555,0.25,0.0,Yes,8426.15,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 10,501378.6,471348.1,1.0637,0.3235,0.0,Yes,6016.54,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 11,377696.14,320560.96,1.1782,0.3171,0.0,Yes,5665.44,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 12,288848.98,284151.26,1.0165,0.2381,0.0,Yes,3466.19,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 13,665711.32,775110.61,0.8589,0.1316,0.0,No,0.0,Review,Yes,Near threshold review
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 14,535949.3,724914.21,0.7393,0.2143,0.0,No,0.0,Review,Yes,Below payout threshold
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 15,428192.36,421915.52,1.0149,0.4348,0.0,Yes,5138.31,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 16,395280.02,365849.75,1.0804,0.3571,5929.2,Yes,0.0,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 17,659501.49,643884.13,1.0243,0.1944,0.0,Yes,7914.02,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 18,425419.36,446211.34,0.9534,0.4571,0.0,Yes,5105.03,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 2,550259.04,479697.42,1.1471,0.2353,8253.89,No,0.0,Review,Yes,Return adjustment review
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 3,534395.19,484154.57,1.1038,0.3667,0.0,Yes,8015.93,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 4,424760.05,409049.76,1.0384,0.303,6371.4,No,0.0,Review,Yes,Return adjustment review
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 5,414805.83,333318.27,1.2445,0.2857,0.0,Yes,6222.09,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 6,418822.28,401143.99,1.0441,0.25,6282.33,Yes,0.0,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 7,351036.92,297826.22,1.1787,0.2581,5265.55,Yes,0.0,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 8,401707.67,421029.44,0.9541,0.2333,0.0,Yes,4820.49,Ready,No,Payout ready
2025-04,Beverly Hills,West Coast,Americas,Fashion Flagship,Beverly Advisor 9,467118.43,413067.76,1.1309,0.2083,7006.78,Yes,0.0,Ready,No,Payout ready
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Boston Advisor 1,345129.88,297808.8,1.1589,0.2222,0.0,Yes,5176.95,Ready,No,Payout ready
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Boston Advisor 10,503622.97,839371.62,0.6,0.3519,0.0,No,0.0,Review,Yes,Below payout threshold
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Boston Advisor 2,336025.84,413712.51,0.8122,0.2712,0.0,No,0.0,Review,Yes,Below payout threshold
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Boston Advisor 3,409875.81,391439.89,1.0471,0.2969,0.0,Yes,4918.51,Ready,No,Payout ready
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Boston Advisor 4,220122.17,261381.04,0.8422,0.2881,0.0,No,0.0,Review,Yes,Below payout threshold
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Boston Advisor 5,422270.93,373864.06,1.1295,0.2979,0.0,Yes,6334.06,Ready,No,Payout ready
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Boston Advisor 6,231105.79,224800.46,1.028,0.3088,0.0,Yes,2773.27,Ready,No,Payout ready
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Boston Advisor 7,446390.45,352747.63,1.2655,0.2535,0.0,Yes,6695.86,Ready,No,Payout ready
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Boston Advisor 8,199722.6,187228.77,1.0667,0.2857,0.0,Yes,2396.67,Ready,No,Payout ready
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Boston Advisor 9,335125.22,371342.47,0.9025,0.2933,0.0,No,0.0,Review,Yes,Near threshold review
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 1,435855.82,491975.45,0.8859,0.24,0.0,No,0.0,Review,Yes,Near threshold review
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 10,429185.57,386815.1,1.1095,0.4167,6437.78,No,0.0,Review,Yes,Return adjustment review
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 11,584484.31,527341.91,1.1084,0.3556,0.0,Yes,8767.26,Ready,No,Payout ready
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 12,458422.67,433610.98,1.0572,0.2373,0.0,Yes,5501.07,Ready,No,Payout ready
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 2,371126.26,415040.14,0.8942,0.3148,0.0,No,0.0,Review,Yes,Near threshold review
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 3,602598.08,579204.34,1.0404,0.1429,0.0,Yes,7231.18,Ready,No,Payout ready
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 4,694897.65,746259.79,0.9312,0.2609,0.0,No,0.0,Review,Yes,Near threshold review
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 5,365332.18,332567.29,1.0985,0.3061,0.0,Yes,4383.99,Ready,No,Payout ready
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 6,523180.58,763035.37,0.6857,0.3265,7847.71,No,0.0,Review,Yes,Below payout threshold
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 7,508310.83,452233.75,1.124,0.3077,0.0,Yes,7624.66,Ready,No,Payout ready
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 8,455890.42,463260.1,0.9841,0.2931,0.0,Yes,5470.69,Ready,No,Payout ready
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Chicago Advisor 9,355106.03,253647.16,1.4,0.2667,5326.59,No,0.0,Review,Yes,Return adjustment review
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 1,372464.34,448436.78,0.8306,0.2857,0.0,No,0.0,Review,Yes,Below payout threshold
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 10,555617.43,604576.27,0.919,0.3265,0.0,No,0.0,Review,Yes,Near threshold review
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 11,603263.09,629450.07,0.9584,0.2656,0.0,Yes,7239.16,Ready,No,Payout ready
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 12,353895.08,497062.02,0.712,0.2857,5308.43,No,0.0,Review,Yes,Below payout threshold
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 2,449174.36,378732.93,1.186,0.2174,6737.62,No,0.0,Review,Yes,Return adjustment review
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 3,281697.91,296827.94,0.949,0.3256,4225.47,No,0.0,Review,Yes,Near threshold review
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 4,484295.75,475316.37,1.0189,0.2759,0.0,Yes,5811.55,Ready,No,Payout ready
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 5,510874.76,497103.04,1.0277,0.32,0.0,Yes,6130.5,Ready,No,Payout ready
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 6,512870.2,514363.83,0.9971,0.3023,0.0,Yes,6154.44,Ready,No,Payout ready
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 7,422912.65,475812.49,0.8888,0.2222,6343.69,No,0.0,Review,Yes,Near threshold review
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 8,440922.62,439059.43,1.0042,0.2745,6613.84,No,0.0,Review,Yes,Return adjustment review
2025-04,Dallas,South,Americas,Fashion Boutique,Dallas Advisor 9,426939.35,400510.08,1.066,0.2826,0.0,Yes,5123.27,Ready,No,Payout ready
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 1,545882.51,444392.26,1.2284,0.2778,0.0,Yes,8188.24,Ready,No,Payout ready
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 10,704948.12,653286.16,1.0791,0.2632,0.0,Yes,8459.38,Ready,No,Payout ready
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 2,573817.54,679563.38,0.8444,0.3273,0.0,No,0.0,Review,Yes,Below payout threshold
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 3,349317.34,343616.44,1.0166,0.2917,0.0,Yes,4191.81,Ready,No,Payout ready
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 4,128780.26,185443.27,0.6944,0.283,0.0,No,0.0,Review,Yes,Below payout threshold
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 5,253946.62,269424.41,0.9426,0.209,0.0,No,0.0,Review,Yes,Near threshold review
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 6,400837.62,358265.96,1.1188,0.2456,0.0,Yes,6012.56,Ready,No,Payout ready
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 7,242277.3,296023.14,0.8184,0.3265,0.0,No,0.0,Review,Yes,Below payout threshold
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 8,530030.82,735832.46,0.7203,0.2424,0.0,No,0.0,Review,Yes,Below payout threshold
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fifth Advisor 9,268986.74,261950.41,1.0269,0.2308,0.0,Yes,3227.84,Ready,No,Payout ready
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 1,517379.61,596262.44,0.8677,0.3333,7760.69,No,0.0,Review,Yes,Near threshold review
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 10,643677.51,493500.75,1.3043,0.3333,0.0,Yes,9655.16,Ready,No,Payout ready
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 11,620291.45,715773.44,0.8666,0.2895,9304.37,No,0.0,Review,Yes,Near threshold review
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 12,426445.79,391979.33,1.0879,0.2895,6396.69,Yes,0.0,Ready,No,Payout ready
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 13,912691.29,759266.18,1.2021,0.3846,0.0,Yes,13690.37,Ready,No,Payout ready
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 14,575574.44,608119.34,0.9465,0.4333,0.0,No,0.0,Review,Yes,Near threshold review
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 15,503970.84,520197.8,0.9688,0.4,0.0,Yes,6047.65,Ready,No,Payout ready
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 16,543500.1,528468.14,1.0284,0.4,0.0,Yes,6522.0,Ready,No,Payout ready
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 17,449444.43,749074.05,0.6,0.1905,0.0,No,0.0,Review,Yes,Below payout threshold
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 18,330585.22,377189.24,0.8764,0.2069,0.0,No,0.0,Review,Yes,Near threshold review
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 2,762254.65,775572.47,0.9828,0.2857,11433.82,Yes,0.0,Ready,No,Payout ready
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 3,594818.26,591677.4,1.0053,0.2258,0.0,Yes,7137.82,Ready,No,Payout ready
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 4,402296.49,464202.73,0.8666,0.2381,0.0,No,0.0,Review,Yes,Near threshold review
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 5,454898.65,377854.13,1.2039,0.4118,0.0,Yes,6823.48,Ready,No,Payout ready
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 6,535029.42,669495.75,0.7992,0.3,8025.44,No,0.0,Review,Yes,Below payout threshold
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 7,808939.26,926535.99,0.8731,0.3667,0.0,No,0.0,Review,Yes,Near threshold review
2025-04,Madison Avenue,New York,Americas,Fashion Flagship,Madison Advisor 8,322101.14,401273.63,0.8027,0.2353,4831.52,No,0.0,Review,Yes,Below payout threshold
