month,boutique,market,region,location_type,division,category,monthly_sales_target,traffic_target,conversion_target,clienteling_target
2025-12,Beverly Hills,West Coast,Americas,Fashion Flagship,Fashion,Ready-to-Wear,2259030.88,6564,0.22,914
2025-12,Beverly Hills,West Coast,Americas,Fashion Flagship,Fashion,Footwear,810339.52,5052,0.346,817
2025-12,Beverly Hills,West Coast,Americas,Fashion Flagship,Watches & Fine Jewelry,Watches,487272.96,5667,0.311,886
2025-12,Beverly Hills,West Coast,Americas,Fashion Flagship,Watches & Fine Jewelry,Fine Jewelry,1001002.65,5748,0.282,619
2025-01,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2401522.66,3952,0.207,300
2025-01,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,607536.94,1485,0.199,217
2025-01,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,557228.89,2496,0.254,555
2025-01,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,396517.06,2258,0.23,531
2025-01,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,183520.26,1862,0.245,212
2025-01,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,328313.09,2823,0.28,532
2025-01,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1189521.83,3686,0.265,205
2025-01,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,502204.93,2091,0.199,248
2025-01,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,155950.89,4022,0.261,168
2025-01,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,230575.72,1684,0.245,416
2025-02,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2139768.24,3829,0.269,578
2025-02,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,531376.38,3184,0.279,229
2025-02,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,573137.71,4154,0.269,370
2025-02,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,334729.31,3740,0.211,536
2025-02,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,194161.06,2347,0.243,289
2025-02,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,381095.18,3720,0.288,383
2025-02,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1248969.79,3262,0.241,287
2025-02,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,458183.41,3982,0.223,195
2025-02,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,170011.08,1210,0.31,546
2025-02,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,208831.95,3540,0.22,231
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2401523.74,4253,0.288,581
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,685064.94,2904,0.281,283
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,545189.1,4260,0.303,583
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,418862.9,2116,0.225,362
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,213695.43,3525,0.285,401
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,384126.63,3260,0.226,335
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1439688.94,3482,0.258,471
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,575597.48,4353,0.279,567
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,193940.2,1350,0.25,294
2025-03,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,268780.11,4057,0.261,171
2025-04,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2310891.47,4904,0.294,233
2025-04,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,678877.6,2966,0.327,421
2025-04,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,511737.88,3608,0.195,624
2025-04,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,385973.38,2034,0.247,556
2025-04,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,220651.15,1443,0.215,388
2025-04,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,490514.68,2652,0.245,365
2025-04,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1621550.54,4797,0.194,554
2025-04,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,547547.4,3185,0.203,459
2025-04,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,190455.72,3730,0.248,174
2025-04,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,267023.71,4164,0.184,174
2025-05,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2472736.57,1329,0.233,497
2025-05,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,638486.64,4027,0.206,667
2025-05,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,574242.48,3699,0.19,428
2025-05,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,461453.27,5331,0.204,492
2025-05,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,188833.68,3615,0.298,413
2025-05,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,492176.79,2681,0.232,470
2025-05,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1375629.12,5109,0.202,272
2025-05,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,665285.35,4355,0.321,389
2025-05,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,151030.69,2478,0.251,379
2025-05,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,283996.22,3204,0.271,220
2025-06,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2594613.19,3220,0.343,313
2025-06,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,665216.57,3642,0.257,457
2025-06,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,536786.55,4498,0.244,585
2025-06,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,383798.88,3801,0.332,254
2025-06,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,217966.31,1441,0.187,593
2025-06,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,413057.87,1958,0.292,592
2025-06,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1248529.67,4444,0.206,565
2025-06,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,612356.18,2231,0.187,236
2025-06,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,172312.43,2874,0.345,360
2025-06,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,229184.31,4762,0.25,410
2025-07,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2399673.61,1992,0.346,575
2025-07,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,585154.33,3211,0.343,251
2025-07,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,557678.59,2548,0.199,392
2025-07,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,449404.79,1618,0.187,396
2025-07,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,217398.99,3168,0.246,247
2025-07,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,393352.1,3166,0.319,251
2025-07,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1421907.68,3938,0.223,513
2025-07,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,549830.63,2413,0.339,407
2025-07,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,156179.69,1327,0.303,406
2025-07,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,233339.88,3313,0.272,317
2025-08,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2083998.22,2053,0.309,213
2025-08,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,488085.0,3981,0.222,336
2025-08,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,452520.79,4212,0.215,130
2025-08,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,343802.71,2422,0.212,470
2025-08,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,184253.25,1240,0.186,293
2025-08,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,351641.73,4250,0.205,179
2025-08,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1088277.54,1169,0.203,310
2025-08,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,478381.0,2994,0.185,474
2025-08,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,159133.29,3085,0.267,124
2025-08,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,190145.74,1867,0.3,430
2025-09,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2728643.15,1321,0.235,491
2025-09,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,730847.16,5223,0.268,338
2025-09,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,628941.23,2526,0.22,491
2025-09,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,464478.45,3830,0.288,311
2025-09,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,233969.36,3079,0.348,286
2025-09,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,490192.18,2935,0.347,428
2025-09,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1532586.3,5376,0.338,210
2025-09,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,645684.78,3460,0.254,358
2025-09,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,192365.41,4757,0.188,466
2025-09,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,200989.85,2525,0.218,538
2025-10,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2739376.38,4590,0.228,280
2025-10,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,709732.47,1498,0.227,460
2025-10,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,582799.37,1544,0.226,525
2025-10,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,527385.11,4227,0.285,563
2025-10,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,236205.22,4274,0.22,339
2025-10,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,430113.29,5418,0.33,609
2025-10,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1548310.72,3917,0.347,239
2025-10,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,578855.7,4654,0.238,572
2025-10,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,196499.5,4893,0.302,585
2025-10,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,266455.79,4688,0.273,331
2025-11,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2980966.51,2641,0.218,301
2025-11,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,700602.9,3785,0.258,385
2025-11,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,804388.48,3070,0.317,350
2025-11,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,431029.45,2795,0.309,442
2025-11,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,282017.97,2416,0.221,778
2025-11,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,585520.46,3639,0.259,738
2025-11,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,2012212.55,4238,0.198,713
2025-11,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,570775.21,2413,0.215,272
2025-11,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,201353.64,3074,0.278,285
2025-11,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,328627.89,5764,0.315,502
2025-12,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Handbags,2998525.18,3143,0.211,355
2025-12,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Small Leather Goods,920650.03,2573,0.255,856
2025-12,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Costume Jewelry,828506.03,2653,0.288,580
2025-12,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Other Accessories,602935.12,7253,0.275,712
2025-12,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Eyewear,289780.96,2619,0.301,819
2025-12,Miami Design District,Southeast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,593527.39,7098,0.264,397
2025-12,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,2027656.22,3466,0.197,877
2025-12,Miami Design District,Southeast,Americas,Fashion Boutique,Fashion,Footwear,787080.96,5046,0.257,657
2025-12,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,229020.08,5491,0.26,596
2025-12,Miami Design District,Southeast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,367365.77,2388,0.297,433
2025-01,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,2054312.02,2673,0.232,299
2025-01,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,583688.19,1400,0.314,424
2025-01,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,475797.14,1623,0.294,489
2025-01,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,337904.89,1496,0.273,161
2025-01,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,166165.65,2402,0.252,378
2025-01,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,337171.82,3107,0.183,418
2025-01,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1243818.15,2515,0.321,373
2025-01,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,478292.51,3138,0.276,402
2025-01,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,141142.34,2606,0.218,425
2025-01,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,218734.28,3632,0.228,366
2025-02,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,2030918.19,2919,0.269,487
2025-02,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,544794.56,1734,0.342,141
2025-02,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,372433.92,3425,0.203,266
2025-02,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,304204.99,3131,0.341,168
2025-02,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,201579.33,3408,0.22,202
2025-02,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,310724.75,1253,0.226,446
2025-02,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1192143.98,4442,0.18,189
2025-02,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,482598.2,4427,0.221,459
2025-02,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,131792.95,2742,0.28,304
2025-02,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,220541.25,1386,0.255,306
2025-03,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,2174063.5,2661,0.228,159
2025-03,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,555685.01,1532,0.295,617
2025-03,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,507744.2,4695,0.304,212
2025-03,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,388284.07,4389,0.302,600
2025-03,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,203690.31,4081,0.321,312
2025-03,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,429192.14,3730,0.293,608
2025-03,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1176854.5,2214,0.333,461
2025-03,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,497762.0,1251,0.29,437
2025-03,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,164000.27,1352,0.204,336
2025-03,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,238669.41,4593,0.27,514
2025-04,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,2038678.27,3666,0.256,460
2025-04,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,584110.29,2436,0.317,276
2025-04,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,581463.5,2661,0.325,569
2025-04,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,409533.52,3221,0.314,337
2025-04,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,189099.73,2264,0.253,509
2025-04,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,352328.19,2603,0.297,316
2025-04,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1186215.94,2032,0.239,297
2025-04,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,533466.33,2113,0.288,576
2025-04,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,181812.05,1775,0.283,567
2025-04,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,234850.41,4757,0.257,537
2025-05,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,2329380.81,1608,0.246,394
2025-05,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,533146.82,3843,0.322,191
2025-05,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,492559.67,4488,0.256,435
2025-05,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,357640.07,4569,0.261,562
2025-05,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,170673.94,2680,0.323,552
2025-05,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,373180.77,1543,0.321,487
2025-05,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1265511.41,2578,0.35,562
2025-05,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,534908.53,3073,0.315,436
2025-05,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,182179.13,2582,0.325,257
2025-05,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,208911.65,4543,0.186,406
2025-06,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,2179056.29,1757,0.186,219
2025-06,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,635493.01,4575,0.196,457
2025-06,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,538782.75,4688,0.276,556
2025-06,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,369301.91,4008,0.242,614
2025-06,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,216912.27,1564,0.261,478
2025-06,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,443264.01,2039,0.191,443
2025-06,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1413504.47,3567,0.231,613
2025-06,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,573599.92,4818,0.216,206
2025-06,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,163366.79,1340,0.308,538
2025-06,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,234498.04,1456,0.324,343
2025-07,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,1962124.09,4259,0.249,476
2025-07,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,579368.73,3022,0.192,197
2025-07,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,570983.81,1279,0.315,275
2025-07,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,337517.19,2961,0.22,417
2025-07,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,204519.25,1721,0.249,165
2025-07,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,374013.44,2719,0.346,159
2025-07,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1360177.6,2353,0.201,456
2025-07,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,523238.16,2621,0.192,290
2025-07,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,152787.61,4840,0.32,523
2025-07,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,226238.53,2961,0.228,457
2025-08,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,1921958.79,2184,0.18,408
2025-08,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,427135.26,1653,0.259,441
2025-08,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,461538.76,3135,0.202,234
2025-08,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,316829.93,3164,0.334,373
2025-08,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,173412.14,3847,0.2,508
2025-08,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,322038.55,2632,0.324,482
2025-08,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1165995.7,2319,0.226,400
2025-08,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,439794.38,3326,0.198,371
2025-08,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,145940.89,4131,0.243,315
2025-08,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,188487.4,1904,0.325,135
2025-09,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,2294870.4,4589,0.295,338
2025-09,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,618788.29,2122,0.214,530
2025-09,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,539324.11,3466,0.268,202
2025-09,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,425725.23,5293,0.183,530
2025-09,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,204853.38,5303,0.281,181
2025-09,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,436324.89,5359,0.233,320
2025-09,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1331824.3,5118,0.346,453
2025-09,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,520552.82,2776,0.225,660
2025-09,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,154489.66,3467,0.268,412
2025-09,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,261094.56,2280,0.346,273
2025-10,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,2571058.75,5252,0.258,399
2025-10,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,713682.09,2693,0.262,250
2025-10,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,588819.41,2013,0.313,269
2025-10,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,436486.07,5578,0.193,420
2025-10,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,229343.07,4725,0.313,495
2025-10,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,444374.3,4521,0.295,704
2025-10,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1596408.19,2073,0.191,429
2025-10,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,583695.43,3968,0.256,223
2025-10,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,156974.87,2579,0.296,662
2025-10,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,279554.98,4062,0.258,386
2025-11,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,2449880.34,4595,0.216,468
2025-11,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,676057.48,2515,0.221,267
2025-11,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,653690.59,3019,0.349,572
2025-11,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,484319.02,4295,0.281,561
2025-11,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,212785.37,3045,0.343,480
2025-11,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,523701.47,3451,0.289,229
2025-11,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1745404.72,5264,0.182,272
2025-11,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,615860.92,3600,0.317,620
2025-11,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,205055.55,3447,0.223,370
2025-11,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,281374.74,5533,0.206,483
2025-12,SoHo,New York,Americas,Fashion Boutique,Fashion,Handbags,2843840.49,6952,0.256,702
2025-12,SoHo,New York,Americas,Fashion Boutique,Fashion,Small Leather Goods,853629.12,1867,0.246,468
2025-12,SoHo,New York,Americas,Fashion Boutique,Fashion,Costume Jewelry,832456.11,4402,0.346,698
2025-12,SoHo,New York,Americas,Fashion Boutique,Fashion,Other Accessories,535431.68,1851,0.219,485
2025-12,SoHo,New York,Americas,Fashion Boutique,Fashion,Eyewear,285971.3,3047,0.253,319
2025-12,SoHo,New York,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,651543.82,2696,0.253,675
2025-12,SoHo,New York,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1827021.36,1821,0.265,376
2025-12,SoHo,New York,Americas,Fashion Boutique,Fashion,Footwear,782088.33,3679,0.236,357
2025-12,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,236027.81,5208,0.258,732
2025-12,SoHo,New York,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,303582.05,4879,0.304,888
